(written by ASE)

684 atoms
2 atom types

0.0                      18  xlo xhi
0.0                      18  ylo yhi
0.0                      18  zlo zhi

Masses

     1      12.010999999999997 # C
     2      1.0079999999999998 # H

Atoms # charge

     1   1 -0.239     -720.80882968013395      462.95480230944759       72.58428062491555
     2   1 -0.1801     -719.42573619152495      463.49815670000118      73.070508218353837
     3   2 0.081     -721.24417002638063      463.09962990608381      71.636521579542801
     4   2 0.081     -720.88214534132896      461.91709466033961      72.802253845061827
     5   2 0.081     -721.66724747549597      463.48054869137007      73.063055936029897
     6   1 -0.1793     -718.21673742086125      462.98637547717499      72.299980260009647
     7   2 0.0887     -719.30918626014227      464.59576728518897      72.823133545549979
     8   2 0.0887     -719.40483961241785       463.2990487572352      74.051987292769994
     9   1 -0.1792     -716.86222187372664      463.61340615800447      72.766054838707873
    10   2 0.0894     -718.39373931091666      461.88916357707956      72.078921470406016
    11   2 0.0894     -718.49269208169255      463.37056779645644      71.254366265438847
    12   1 -0.1797     -716.36138770393291      463.46375359544788      74.260639798072233
    13   2 0.0896     -715.99252215701631      463.27416244364974      72.074836756183259
    14   2 0.0896     -716.90349708388908      464.67873682358538      72.469194002501069
    15   1 -0.1794     -715.28592624954069      464.31225972220517      74.885881717025327
    16   2 0.0894     -717.26123394805222      463.67641531992126      74.921362749165027
    17   2 0.0894      -716.1579281962679      462.44214794680602      74.407204503483626
    18   1 -0.1789     -715.40629865667586      465.88753615830643      75.031089347774099
    19   2 0.0896     -714.82699159641982      464.06112852690569      75.838277407454981
    20   2 0.0896     -714.50754163394049      464.04455605457093      74.224849159471347
    21   1 -0.18     -714.00143226292835      466.56304811315078      74.690203580389095
    22   2 0.0899     -716.06016055605323      466.25034183980523      74.229149974975314
    23   2 0.0899     -715.85913546944528      466.21257651011285      75.900882636129964
    24   1 -0.1789     -713.58229811134549      467.65752340768637      75.719418073120224
    25   2 0.0893     -713.17702014195584      465.88884244809378      74.667574956208568
    26   2 0.0893     -713.98080915512151      466.82921215658098      73.664178739224937
    27   1 -0.1797     -714.16343473921609      468.92429385339278       75.33599943488106
    28   2 0.0898      -713.8230982912263      467.32066699939008      76.709933946676841
    29   2 0.0898     -712.57789758020817      467.89279570977408      75.801782012333774
    30   1 -0.1801     -713.67509455684672      469.62847345733121      74.075779597887532
    31   2 0.0892     -715.31488815130365      468.84475516302155      75.265604382924479
    32   2 0.0892     -714.15206134105313      469.64859173022825      76.234940665267715
    33   1 -0.2388     -712.25198780108042      470.09121217526922      74.262977097011728
    34   2 0.0887     -713.83965967072731      469.04314337616211      73.195934591089326
    35   2 0.0887     -714.24842116668765      470.46218788278753      73.957529024727691
    36   2 0.081     -711.61690410999574       469.3309757445482      74.700519321938316
    37   2 0.081     -711.61360863259756      470.46964454818311      73.519876960395223
    38   2 0.081     -712.16427080977178       470.7736745209445      75.077046243905855
    39   1 -0.239     -244.28457032158343     -420.90919611624815      379.59353485922736
    40   1 -0.1801      -245.6043637824815     -421.44162499270021      379.12392166370114
    41   2 0.081     -244.40187649501368      -420.0503608866303      380.09167562370942
    42   2 0.081     -244.02305325957127      -421.5955563994583       380.3597995965012
    43   2 0.081     -243.52758091959149     -420.70719810177081      378.76971581565442
    44   1 -0.1793     -245.98880670137706     -420.70738380603791      377.75056207681882
    45   2 0.0887      -245.6435379045067     -422.51265087953618      379.02642389544286
    46   2 0.0887     -246.37076853527864     -421.28498067924494      379.80846435368574
    47   1 -0.1792     -245.34064851437671     -421.48106198762599      376.44144920853961
    48   2 0.0894     -247.07886189006442     -420.67246908156926      377.67246408452411
    49   2 0.0894     -245.73523199015085     -419.61263421216609      377.83407116753204
    50   1 -0.1797     -243.95229352719764     -421.28993897913188       376.1053976101897
    51   2 0.0896     -245.38980555978196     -422.57171635345503      376.48221729622122
    52   2 0.0896     -245.93148336181835     -421.20726766161152      375.63069134575471
    53   1 -0.1794     -243.62456622388751     -421.97849372412372      374.75862551017786
    54   2 0.0894     -243.65144111057219     -420.28190822650657      375.99767037066283
    55   2 0.0894     -243.31466701603338     -421.59775586309524      376.94320321268901
    56   1 -0.1789     -242.17440740389603     -421.76874896463841      374.53036459574901
    57   2 0.0896      -243.7605085511193     -423.12543159330778      374.72646881480995
    58   2 0.0896      -244.2951629065237     -421.42350014652578      374.16548821146296
    59   1 -0.18     -241.31525912386985     -422.76915206397052      375.33743893248823
    60   2 0.0899     -241.84022476142763     -421.87462549095375      373.54233931241885
    61   2 0.0899     -241.92105721921374     -420.78394986344358      374.67905315845576
    62   1 -0.1789     -239.92154725010795     -423.19166697470797      374.73665284811005
    63   2 0.0893     -240.99368486147577     -422.31542195192026       376.2683604631232
    64   2 0.0893     -241.81434797400456     -423.70649294183249       375.7804375029292
    65   1 -0.1797     -240.00335329482965     -424.38836623614804       373.7688675609478
    66   2 0.0898     -239.43222391374022     -422.27998109081187      374.30896852485256
    67   2 0.0898     -239.32661999805276     -423.39252734193076      375.65414342344593
    68   1 -0.1801      -238.8719604911818     -425.36259952527053      373.66379068288722
    69   2 0.0892     -240.86955798142461     -424.87158209581287      374.12922985976604
    70   2 0.0892        -240.11345164973     -424.08414521501226      372.70918451622998
    71   1 -0.2388     -238.45189397506741     -426.14046159111967      374.93069803209437
    72   2 0.0887     -239.22967226142802     -426.15588846585234      372.95367633995409
    73   2 0.0887     -237.91619937472194     -424.92540891289366       372.9708368569469
    74   2 0.081     -238.36411995391194     -427.20298481057728      374.65774287163384
    75   2 0.081     -237.43833589955307     -425.94030474606592      375.21021495003879
    76   2 0.081     -238.95247212842352     -425.94149484451179      375.82527197412662
    77   1 -0.239     -132.29804531296583      330.15721464584703     -341.85468206256581
    78   1 -0.1801     -132.41263862337348       331.6347275424888     -341.34784767690951
    79   2 0.081     -131.19842922003005      329.96207498678945     -341.78669371533607
    80   2 0.081     -132.68208032728035      329.47570497621052     -341.13048970237583
    81   2 0.081     -132.74274310402677      329.92951020909538     -342.85366898011074
    82   1 -0.1793     -131.48480982028505      331.86173962773501     -340.15361366263159
    83   2 0.0887     -132.34869287487282      332.48153672384916     -342.03227443707027
    84   2 0.0887     -133.54348932887922      331.65244637551035     -341.05991151541065
    85   1 -0.1792     -131.52889794359095      333.30814291698215     -339.66311445388612
    86   2 0.0894     -131.96841464949495      331.21017154413386     -339.45583982385324
    87   2 0.0894     -130.40480238114844      331.56897444282561     -340.31354047418426
    88   1 -0.1797      -132.9975258488505      333.88529426180469     -339.34269243676005
    89   2 0.0896     -130.82668663433498      333.39550859554248     -338.83268371142151
    90   2 0.0896     -131.11891197234141      333.82327905381607     -340.50814421476196
    91   1 -0.1794     -132.92269150755158       335.3018798951814     -338.88020648647529
    92   2 0.0894     -133.61279309980441      333.77558869452218     -340.25825536250647
    93   2 0.0894      -133.5495032409749      333.10195559357464     -338.70279522133012
    94   1 -0.1789     -132.13432817026006      336.35328488337109     -339.74976244681847
    95   2 0.0896       -133.916743977322       335.7909815999202     -338.83862080179676
    96   2 0.0896       -132.421717992635      335.03373861227277     -337.82516466095916
    97   1 -0.18     -132.70673673539858      336.51680899437582     -341.09838553243657
    98   2 0.0899     -131.95402600771882      337.26601327517704     -339.15016941044314
    99   2 0.0899      -131.1213188860944       335.8590216741884     -339.91348198348442
   100   1 -0.1789     -131.73870654482931      336.96476527106654     -342.08185678585716
   101   2 0.0893     -133.09355646220149      335.54589335814353     -341.41185816122061
   102   2 0.0893     -133.53056396309697      337.22043826055437      -340.9635216809416
   103   1 -0.1797     -130.37757652577022      336.32998276439656     -342.21264333063237
   104   2 0.0898     -132.30610030781679      336.89751263870505     -343.00011475176825
   105   2 0.0898     -131.56232921916666      338.04725606040688     -341.89862876213061
   106   1 -0.1801     -129.67529588560149      336.66584577257026     -343.59633215525344
   107   2 0.0892      -129.6461790436187      336.67484822205552     -341.42601357678564
   108   2 0.0892     -130.45526246869173      335.27042463133512     -342.05038876700968
   109   1 -0.2388     -130.19214102017526      335.84077029929199     -344.72091459651904
   110   2 0.0887     -129.94399967800476      337.71369562781166     -343.74987659917173
   111   2 0.0887     -128.68191448190569      336.65807433382429     -343.60463088291891
   112   2 0.081     -129.72553171275698      336.22012268384788     -345.62952705935948
   113   2 0.081     -129.85161600613921      334.87440670993817     -344.59306682448653
   114   2 0.081     -131.24087367562561      335.92981414303262     -344.72521677704401
   115   1 -0.239      20.926075617723495     -485.57949076535061      78.509056452308926
   116   1 -0.1801      19.677869126132624     -484.68500341605591      78.175710511645988
   117   2 0.081      21.243044637927419     -486.10371558176575      77.642737237443896
   118   2 0.081      21.782769244521095     -485.02021370329771      78.964403857936006
   119   2 0.081      20.676989329744657     -486.18830043744924      79.320168457624462
   120   1 -0.1793      20.100960675161094     -483.26421601883709      77.907666155039848
   121   2 0.0887      19.232411318873112     -485.04043084192216      77.238372241611344
   122   2 0.0887      18.805135563956092     -484.85987245927083      78.879953212076472
   123   1 -0.1792      20.227562040142931     -482.45828061913863      79.216566099697715
   124   2 0.0894      21.220068773716349     -483.45143603037309      77.602617572996238
   125   2 0.0894      19.704064606116333     -482.72786998024759      77.034868610052087
   126   1 -0.1797      19.209107767157157     -481.32242130932548      79.365708664878213
   127   2 0.0896      19.998602018960206     -483.00404199651604      80.063368401474762
   128   2 0.0896      21.252112864175785     -481.95036656532119      79.235140555489608
   129   1 -0.1794      19.136560036816675     -480.38090992598234       78.16468629050415
   130   2 0.0894      18.308289312117282     -481.88435923864756      79.412212462116599
   131   2 0.0894      19.546969110536931     -480.70733522603314      80.309716384312708
   132   1 -0.1789      18.898270383232472     -478.86421631579452      78.456025759330245
   133   2 0.0896      20.073811585550587     -480.33638168618637      77.462825702881901
   134   2 0.0896      18.234399530229354     -480.74582671194298       77.65383863462597
   135   1 -0.18      17.892192085973335     -478.69172801592038      79.510332615072173
   136   2 0.0899      19.897351763520138     -478.39114641732181      78.828822111789208
   137   2 0.0899      18.913260448234752     -478.26976382655295      77.563400730530304
   138   1 -0.1789      17.846958955000481     -477.21844689205602      80.049964788853543
   139   2 0.0893      16.924162019310323      -479.0091537134424      78.933980721630988
   140   2 0.0893      17.954433616269242     -479.29641411366026      80.305960253519331
   141   1 -0.1797      17.225503675173989     -476.12029122967664      79.067946504020611
